"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_21940","YP_789904.1","hypothetical protein","270","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_21960","YP_789905.1","hypothetical protein","353","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_21970","YP_789906.1","transcriptional regulator","239","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_21980","YP_789907.1","hypothetical protein","184","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_21990","YP_789908.1","aminopeptidase 2","430","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22000","YP_789909.1","pseudouridine synthase","212","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22010","YP_789910.1","cell division topological specificity factor MinE","85","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22020","YP_789911.1","cell division inhibitor MinD","272","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22040","YP_789912.1","septum formation inhibitor","264","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22050","YP_789913.1","lipid A biosynthesis lauroyl acyltransferase","313","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22060","YP_789914.1","hypothetical protein","390","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22075","YP_789915.1","pirin-related protein","211","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22080","YP_789916.1","resolvase","232","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22090","YP_789917.1","hypothetical protein","367","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22100","YP_789918.1","hypothetical protein","242","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22110","YP_789919.1","hypothetical protein","320","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22120","YP_789920.1","hypothetical protein","775","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22130","YP_789921.1","hypothetical protein","223","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22140","YP_789922.1","hypothetical protein","267","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22160","YP_789923.1","hypothetical protein","169","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22180","YP_789924.1","hypothetical protein","47","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22190","YP_789925.1","hypothetical protein","129","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22210","YP_789926.1","hypothetical protein","112","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22220","YP_789927.1","hypothetical protein","66","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22230","YP_789928.1","hypothetical protein","66","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22240","YP_789929.1","hypothetical protein","134","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22250","YP_789930.1","hypothetical protein","209","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22260","YP_789931.1","hypothetical protein","117","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22270","YP_789932.1","recombinase","526","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22280","YP_789933.1","pirin-related protein","88","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22290","YP_789934.1","hypothetical protein","268","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22310","YP_789935.1","hypothetical protein","454","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22320","YP_789936.1","hypothetical protein","74","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22330","YP_789937.1","glycine betaine-binding protein","286","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22340","YP_789938.1","hypothetical protein","104","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22350","YP_789939.1","acetate permease","552","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22370","YP_789940.1","hypothetical protein","600","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22380","YP_789941.1","DNA polymerase III subunit epsilon","209","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22400","YP_789942.1","hypothetical protein","53","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22410","YP_789943.1","hypothetical protein","375","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22420","YP_789944.1","hypothetical protein","89","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22440","YP_789945.1","ABC transporter ATP-binding protein/permease","611","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22450","YP_789946.1","peptidyl-prolyl cis-trans isomerase A","188","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22460","YP_789947.1","alpha/beta hydrolase","276","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22470","YP_789948.1","LysR family transcriptional regulator","310","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22480","YP_789949.1","hypothetical protein","106","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22490","YP_789950.1","ACP phosphodieterase","214","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22500","YP_789951.1","protein-disulfide isomerase","245","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22510","YP_789952.1","hypothetical protein","131","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22520","YP_789953.1","hypothetical protein","352","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22530","YP_789954.1","glutathione S-transferase","206","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22540","YP_789955.1","flavodoxin","185","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22550","YP_789956.1","LysR family transcriptional regulator","271","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22560","YP_789957.1","permease","298","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22570","YP_789958.1","CsaA protein","112","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22580","YP_789959.1","AraC family transcriptional regulator","255","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22590","YP_789960.1","hypothetical protein","271","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22600","YP_789961.1","glycosyl transferase family protein","352","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22620","YP_789962.1","hypothetical protein","464","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22630","YP_789963.1","hypothetical protein","106","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22640","YP_789964.1","AraC family transcriptional regulator","338","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22650","YP_789965.1","ABC transporter","215","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22660","YP_789966.1","hypothetical protein","313","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22670","YP_789967.1","ABC transporter ATP-binding protein","265","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22680","YP_789968.1","ABC transporter permease","382","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22690","YP_789969.1","potassium uptake protein TrkH","485","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22700","YP_789970.1","ferredoxin","124","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22710","YP_789971.1","hypothetical protein","187","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22720","YP_789972.1","hypothetical protein","159","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22730","YP_789973.1","two-component sensor","446","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22740","YP_789974.1","hypothetical protein","147","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22760","YP_789975.1","two-component response regulator","226","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22770","YP_789976.1","hypothetical protein","123","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22780","YP_789977.1","YciI-like protein","100","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22800","YP_789978.1","intracellular septation protein A","196","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22820","YP_789979.1","PHP domain-containing protein","296","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22830","YP_789980.1","SUA5/yciO/yrdC family:Sua5/YciO/YrdC/YwlC family protein","210","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22840","YP_789981.1","hypothetical protein","251","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22860","YP_789982.1","transcriptional regulator","331","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22870","YP_789983.1","hypothetical protein","177","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22880","YP_789984.1","Fe-S protein","71","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22890","YP_789985.1","glyceraldehyde-3-phosphate dehydrogenase","335","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22910","YP_789986.1","phosphogluconate dehydratase","609","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22930","YP_789987.1","glucokinase","332","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22940","YP_789988.1","two-component response regulator GltR","243","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22960","YP_789989.1","two-component sensor","474","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22980","YP_789990.1","sugar ABC transporter substrate-binding protein","421","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_22990","YP_789991.1","ABC sugar transporter permease","311","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23000","YP_789992.1","ABC sugar transporter permease","282","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23010","YP_789993.1","ABC transporter ATP-binding protein","387","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23030","YP_789994.1","glucose/carbohydrate outer membrane porin OprB precursor","455","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23050","YP_789995.1","hypothetical protein","284","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23060","YP_789996.1","DNA-binding transcriptional regulator HexR","286","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23070","YP_789997.1","glucose-6-phosphate 1-dehydrogenase","490","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23080","YP_789998.1","6-phosphogluconolactonase","239","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23090","YP_789999.1","keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase","221","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23100","YP_790000.1","hypothetical protein","146","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23110","YP_790001.1","hypothetical protein","387","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23120","YP_790002.1","hypothetical protein","126","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23130","YP_790003.1","sensory box GGDEF domain-containing protein","308","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23160","YP_790004.1","sodium/glutamate symporter","405","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23170","YP_790005.1","formimidoylglutamase","312","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23190","YP_790006.1","transcriptional regulator","243","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23200","YP_790007.1","short chain dehydrogenase","247","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23210","YP_790008.1","phosphoglycolate phosphatase","227","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23220","YP_790009.1","3-demethylubiquinone-9 3-methyltransferase","233","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23240","YP_790010.1","N-ethylammeline chlorohydrolase","445","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23250","YP_790011.1","methylthioribose-1-phosphate isomerase","359","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23260","YP_790012.1","DNA gyrase subunit A","922","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23270","YP_790013.1","phosphoserine aminotransferase","362","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23280","YP_790014.1","chorismate mutase","366","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23290","YP_790015.1","histidinol-phosphate aminotransferase","370","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23310","YP_790016.1","bifunctional cyclohexadienyl dehydrogenase/ 3-phosphoshikimate 1-carboxyvinyltransferase","747","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23320","YP_790017.1","cytidylate kinase","230","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23330","YP_790018.1","30S ribosomal protein S1","560","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23340","YP_790019.1","integration host factor subunit beta","95","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23350","YP_790020.1","hypothetical protein","100","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23360","YP_790021.1","O-antigen chain length regulator","361","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23370","YP_790022.1","UDP-N-acetylglucosamine 2-epimerase","379","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23380","YP_790023.1","UDP-N-acetyl-D-mannosaminuronate dehydrogenase","423","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23390","YP_790024.1","polysaccharide biosynthesis protein","421","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23400","YP_790025.1","hypothetical protein","450","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23410","YP_790026.1","glycosyl transferase family protein","281","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23420","YP_790027.1","zinc-binding dehydrogenase","723","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23430","YP_790028.1","heparinase","551","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23440","YP_790029.1","group 1 glycosyl transferase","371","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23450","YP_790030.1","NAD dependent epimerase/dehydratase","318","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23460","YP_790031.1","group 4 glycosyl transferase","339","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23470","YP_790032.1","nucleotide sugar epimerase/dehydratase WbpM","666","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23480","YP_790033.1","hypothetical protein","110","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23500","YP_790034.1","aromatic amino acid aminotransferase","399","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23510","YP_790035.1","excinuclease ABC subunit B","671","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23520","YP_790036.1","MFS transporter","500","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23530","YP_790037.1","secretion protein","356","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23540","YP_790038.1","transcriptional regulator","307","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23560","YP_790039.1","glutamyl-tRNA synthetase","495","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23590","YP_790040.1","transcriptional regulator","181","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23610","YP_790041.1","hydrolase","286","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23620","YP_790042.1","aldolase","216","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23630","YP_790043.1","hypothetical protein","146","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23640","YP_790044.1","hypothetical protein","320","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa UCBPP-PA14","PA14_23650","YP_790045.1","short chain dehydrogenase","249","Cytoplasmic","Class 3","Primary"
