"Strain","Locus Tag","Accession","Product","Number of Amino Acids","Subcellular Localization","Confidence","Localization Group (Primary/Secondary)"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1452","NP_250143.1","flagellar biosynthesis protein FlhA","708","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1452","NP_250143.1","flagellar biosynthesis protein FlhA","708","Flagellar","Class 3","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1453","NP_250144.1","flagellar biosynthesis protein FlhF","430","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1453","NP_250144.1","flagellar biosynthesis protein FlhF","430","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1454","NP_250145.1","flagellar synthesis regulator FleN","281","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1455","NP_250146.1","sigma factor FliA","248","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1456","NP_250147.1","two-component response regulator CheY","125","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1456","NP_250147.1","two-component response regulator CheY","125","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1457","NP_250148.1","chemotaxis protein CheZ","263","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1457","NP_250148.1","chemotaxis protein CheZ","263","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1458","NP_250149.1","probable two-component sensor","754","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1459","NP_250150.1","probable methyltransferase","369","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1459","NP_250150.1","probable methyltransferase","369","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1460","NP_250151.1","MotC","247","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1460","NP_250151.1","MotC","247","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1461","NP_250152.1","MotD","297","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1461","NP_250152.1","MotD","297","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1462","NP_250153.1","probable plasmid partitioning protein","263","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1463","NP_250154.1","hypothetical protein","297","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1464","NP_250155.1","probable purine-binding chemotaxis protein","160","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1464","NP_250155.1","probable purine-binding chemotaxis protein","160","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1465","NP_250156.1","hypothetical protein","136","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1466","NP_250157.1","hypothetical protein","229","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1466","NP_250157.1","hypothetical protein","229","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1467","NP_250158.1","hypothetical protein","324","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1468","NP_250159.1","hypothetical protein","139","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1469","NP_250160.1","hypothetical protein","241","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1470","NP_250161.1","probable short-chain dehydrogenase","246","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1470","NP_250161.1","probable short-chain dehydrogenase","246","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1471","NP_250162.1","hypothetical protein","99","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1472","NP_250163.1","conserved hypothetical protein","185","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1473","NP_250164.1","hypothetical protein","112","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1474","NP_250165.1","hypothetical protein","493","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1475","NP_250166.1","heme exporter protein CcmA","234","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1476","NP_250167.1","heme exporter protein CcmB","224","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1477","NP_250168.1","heme exporter protein CcmC","253","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1478","NP_250169.1","hypothetical protein","59","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1479","NP_250170.1","cytochrome C-type biogenesis protein CcmE","163","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1480","NP_250171.1","cytochrome C-type biogenesis protein CcmF","658","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1481","NP_250172.1","cytochrome C biogenesis protein CcmG","181","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1482","NP_250173.1","cytochrome C-type biogenesis protein CcmH","156","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1483","NP_250174.1","cytochrome c-type biogenesis protein","408","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1483","NP_250174.1","cytochrome c-type biogenesis protein","408","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1483","NP_250174.1","cytochrome c-type biogenesis protein","408","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1484","NP_250175.1","probable transcriptional regulator","269","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1485","NP_250176.1","probable amino acid permease","456","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1486","NP_250177.1","beta-peptidyl aminopeptidase","367","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1487","NP_250178.1","probable carbohydrate kinase","472","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1488","NP_250179.1","hypothetical protein","413","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1489","NP_250180.1","hypothetical protein","397","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1490","NP_250181.1","probable transcriptional regulator","259","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1491","NP_250182.1","probable transporter","412","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1492","NP_250183.1","hypothetical protein","119","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1493","NP_250184.1","sulfate-binding protein of ABC transporter","333","Periplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1493","NP_250184.1","sulfate-binding protein of ABC transporter","333","Periplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1493","NP_250184.1","sulfate-binding protein of ABC transporter","333","Extracellular","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1494","NP_250185.1","mucoidy inhibitor gene A","552","Outer Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1494","NP_250185.1","mucoidy inhibitor gene A","552","Periplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1495","NP_250186.1","hypothetical protein","209","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1496","NP_250187.1","probable potassium channel","284","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1497","NP_250188.1","probable transporter","305","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1498","NP_250189.1","pyruvate kinase I","478","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1499","NP_250190.1","conserved hypothetical protein","422","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1500","NP_250191.1","probable oxidoreductase","297","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1501","NP_250192.1","conserved hypothetical protein","261","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1502","NP_250193.1","glyoxylate carboligase","592","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1503","NP_250194.1","hypothetical protein","144","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1504","NP_250195.1","probable transcriptional regulator","217","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1505","NP_250196.1","molybdopterin biosynthetic protein A2","332","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1506","NP_250197.1","hypothetical protein","110","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1507","NP_250198.1","probable transporter","456","Cytoplasmic Membrane","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1507","NP_250198.1","probable transporter","456","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1508","NP_250199.1","hypothetical protein","87","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1509","NP_250200.1","immunity protein, TplEi","381","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1510","NP_250201.1","type 6 PGAP1-like effector, TplE","570","Extracellular","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1511","NP_250202.1","VgrG2a","843","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1512","NP_250203.1","secreted protein Hcp","173","Extracellular","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1513","NP_250204.1","hypothetical protein","426","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1514","NP_250205.1","ureidoglycolate hydrolaseYbbT","170","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1515","NP_250206.1","allantoicase","333","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1516","NP_250207.1","hypothetical protein","172","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1517","NP_250208.1","conserved hypothetical protein","309","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1518","NP_250209.1","conserved hypothetical protein","127","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1519","NP_250210.1","probable transporter","450","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1520","NP_250211.1","probable transcriptional regulator","260","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1521","NP_250212.1","probable guanine deaminase","435","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1522","NP_250213.1","hypothetical protein","280","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1523","NP_250214.1","xanthine dehydrogenase","800","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1524","NP_250215.1","xanthine dehydrogenase","485","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1525","NP_250216.1","alkane-1-monooxygenase 2","378","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1526","NP_250217.1","probable transcriptional regulator","220","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1527","NP_250218.1","conserved hypothetical protein","1163","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1528","NP_250219.1","cell division protein ZipA","290","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1528","NP_250219.1","cell division protein ZipA","290","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1529","NP_250220.1","DNA ligase","795","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1529","NP_250220.1","DNA ligase","795","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1530","NP_250221.1","hypothetical protein","126","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1531","NP_250222.1","hypothetical protein","289","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1532","NP_250223.1","DNA polymerase subunits gamma and tau","682","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1533","NP_250224.1","conserved hypothetical protein","109","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1534","NP_250225.1","recombination protein RecR","199","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1535","NP_250226.1","citronellyl-CoA dehydrogenase","383","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1536","NP_250227.1","conserved hypothetical protein","180","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1537","NP_250228.1","probable short-chain dehydrogenase","296","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1537","NP_250228.1","probable short-chain dehydrogenase","296","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1537","NP_250228.1","probable short-chain dehydrogenase","296","Unknown (This protein may have multiple localization sites)","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1538","NP_250229.1","probable flavin-containing monooxygenase","528","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1539","NP_250230.1","hypothetical protein","283","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1540","NP_250231.1","conserved hypothetical protein","110","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1541","NP_250232.1","probable drug efflux transporter","123","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1542","NP_250233.1","hypothetical protein","279","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1543","NP_250234.1","adenine phosphoribosyltransferase","183","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1544","NP_250235.1","transcriptional regulator Anr","245","Cytoplasmic","Class 2","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1544","NP_250235.1","transcriptional regulator Anr","245","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1545","NP_250236.1","hypothetical protein","156","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1546","NP_250237.1","oxygen-independent coproporphyrinogen III oxidase","461","Cytoplasmic","Class 1","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1546","NP_250237.1","oxygen-independent coproporphyrinogen III oxidase","461","Cytoplasmic","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1547","NP_250238.1","hypothetical protein","228","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1548","NP_250239.1","conserved hypothetical protein","70","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1549","NP_250240.1","probable cation-transporting P-type ATPase","812","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1550","NP_250241.1","hypothetical protein","180","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1550","NP_250241.1","hypothetical protein","180","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1551","NP_250242.1","probable ferredoxin","472","Cytoplasmic Membrane","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1552","NP_250243.1","Cytochrome c oxidase, cbb3-type, CcoP subunit","319","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1552","NP_250243.1","Cytochrome c oxidase, cbb3-type, CcoP subunit","319","Outer Membrane Vesicle","Class 1","Secondary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1552.1","YP_003933610.1","Cytochrome c oxidase, cbb3-type, CcoQ subunit","62","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1552.1","YP_003933610.1","Cytochrome c oxidase, cbb3-type, CcoQ subunit","62","Unknown","Class 3","Primary"
"Pseudomonas aeruginosa PAO1 (Reference)","PA1553","NP_250244.1","Cytochrome c oxidase, cbb3-type, CcoO subunit","204","Cytoplasmic","Class 3","Primary"
